ngram,count
was fearful of,2
pugnacious concerning whales,1
poor sun-burnt mariners,1
—The Bottle-Nose Whale,1
were full of,2
all the inhabitants,1
the two boats,3
consider Jonah as,1
nursing whale are,1
his place where,1
various disguises induced,1
may soon be,1
“Oh Ahab ”,1
not even by,1
the leviathans of,1
should offer To,1
them speak like,1
to feel a,1
that the imperilled,1
to help demselves.”,1
peeringly uprising from,1
sublime uneventfulness invests,1
mark lividly whitish,1
the complete freedom,1
yet the wondering,1
movingly admonish you,1
other work associated,2
the secret among,1
idea may hence,1
full complement of,2
fire But thank,1
house Has the,1
inch in thickness,3
jolly Sail on,1
in a book,1
of these English,1
fifty fire-engines the,1
jacket.” “Wonder if,1
behind the united,1
whatever grand or,1
who dotted every,1
him ” “The,1
dive straight through,1
Right Whale ”,1
Ahab as the,1
interesting and curious,1
ship can never,1
quite different with,1
There stand his,1
mad battle steed,1
to make him,1
always had the,1
helmsman who steered,1
of it here,1
has a great,1
no dust behind,1
even at the,3
beach this boat,1
narrative “Every fact,1
thou wouldst wad,1
and then rapidly,2
a strange softness,1
its throwing open,1
anything like an,1
an ocean-wide renown,1
and lieutenants Ha,1
for miles You,1
find so many,1
first of the,1
each other and,3
feet into the,1
with that intent,1
name even and,1
nails and cut,1
seen of Captain,1
bagging a dead,1
concerning whaling vessels,1
prolonged squeezing and,1
or something of,2
make but with,1
without a scorch.”,1
much in our,1
thought he might,1
Red Men of,1
of walruses and,1
manned almost simultaneously,1
on the world,1
a coward “Aye,1
of streets their,1
freezing spray cased,1
the more am,1
Louis XVI of,1
of expending more,1
Joppa the same,1
of New Hampshire,1
in their time,1
the intertwisting slanting,1
enough thou art,1
in those cases,1
ye sleepers and,1
peg higher than,1
are to credit,1
the Town-Ho was,1
boat furniture Often,1
truth that all,1
between eighty-five and,1
in their wholly,1
but a point,1
to wondrous depths,1
have contained something,1
she had learned,1
from the nearest,1
prepared to see,1
thing been caught,1
leviathans before us,1
paused as before,1
would perhaps—either from,1
hissing along every,1
of a fast,1
bow when all,1
the remoter southern,1
this man’s valor,1
to be otherwise,1
oblige my friend,1
head Nevertheless he,1
and brilliancy of,1
whale could by,1
word and still,1
one a pity,1
the American Whale,1
significant event befell,1
but upon the,2
by a second,1
the timid quarantine,1
seventy-seventh Well old,1
heaviest storage of,1
time sir If,1
posted placards vainly,1
against accepting unsolicited,1
earnestly watching his,1
day we occasionally,1
vain handspikes and,1
the efforts of,1
the ships of,3
tone and turning,1
instance seemed unnecessary,1
up bodily into,1
insult him by,1
with mine then,1
there ” “Welding,1
this round thing,1
clear it but,1
um go on.”,1
ye Shan’t see,1
for ever save,1
while the quarter-deck,1
god revealed himself,1
sight all tackles,1
devices for the,1
search of variety,1
only an easy,1
and then disappears.”,1
perhaps also a,1
castaway though the,1
ever found that,1
in store or,1
there’s a mighty,1
this shepherd’s head,1
with little else,1
great force the,1
broken prow had,1
that above all,1
be seen But,3
ago ” “The,1
He is the,2
Ramadans and prolonged,1
the winter there,1
get a good,2
imputed to Starbuck’s,1
all this should,1
redoubled supernaturalness in,1
two days on,1
swim for a,1
remembered it all,1
every individual moment,1
every fastening went,1
was the custom,1
will any whaleman,1
comprehended when the,1
“I don’t think,1
head this envelope,1
seen by thee,1
wolves they could,1
contract but never,1
your knife-handle there,1
that they must,1
preparation Queequeg and,1
the first account,1
whalemen at last,1
Yet when by,1
spare staves Oh,1
the heavy hammer,1
drained That way,1
by his energy,1
we towed heavily,1
_advancing_ _During the,1
is nothing without,1
his stumped fin,1
of the try-works,2
"10,800 barrels Now",1
purpose some whalers,1
inuendoes Queequeg hinted,1
mixed with pounded,1
under his arm,1
one hand free,1
more a thousand,1
operate from above,1
the Rachel was,1
fiery showers of,1
wailing and teeth-gnashing,1
a dashed plank,1
his horizontal attitude,1
am here in,1
in it all,2
fire of the,1
not denominated the,1
moment in one,1
ears and pitch,1
as the insect,1
only every way,1
thrust back the,1
facilitate the fastening,1
case at least,1
quantity of cruel,1
a great prophet,1
the most noble,1
yet the silvery,1
no sign in,1
some other articles,1
savage harbors let,1
its rats then,1
skirra What’s my,1
of old to,1
Island the heaviest,1
him—him—” “Corkscrew ”,1
hear in his,1
round like multiplied,1
uncommon to see,1
beating this steak,1
standing round her,1
main and mizzen-mast-heads,1
of the swimming,1
married her Starbuck,1
me out in,3
a tear twinkling,1
of time Nor,1
Whales in which,1
adoption It rolls,1
save their lives,1
ventricles of his,1
at the pumps,7
towards each other,2
loud sonorous breathing,1
and his crew,3
that so stirred,1
and South Atlantic,1
captured there and,1
more shall ye,1
Leviathan they weary,1
own private dinner-table,1
ye see ”,1
firm flat palms,1
still pricking him,1
god wived with,1
when a musk-scented,1
TABLET Is erected,2
forward and the,1
pipe telescope and,1
weather with one,1
at least none,1
part Perth something,1
let us understand,1
borne in mind,2
the bumpkin running,1
towing the ship,1
will it do,1
view she was,1
of a dreary,1
of green surges,1
drowned bones hast,1
his harpoon the,1
by other ships,1
close to him,1
Lapland who refuse,1
74 The Sperm,2
does not hold,1
matters were dived,1
stretched as a,1
to sea That,1
ere the Pequod’s,1
which to manage,1
and brighter relief,1
object which is,1
awe Nor can,1
habits of so,1
this day three,1
lower —quick quicker,1
the sharpest lance,1
mastications thousands on,1
objectionable why rather,1
Pedro spilling his,1
and the harpooneer,2
Gutenberg-tm License must,1
coming out of,1
reach their mark,1
which the sailor,1
keep near them,1
craft the carpenter,1
in its fullest,2
side lit by,1
should be found,3
’ where the,1
form The largest,1
and more essential,1
goodly age of,1
and laden with,1
could embark for,1
is all And,1
asked him what,1
DAGGOO _grimly_ None,1
or Melancthon’s rise,1
my pantaloons and,1
the matter of,6
on end No,1
in full bearing,1
hush of the,1
was sitting on,1
I devoted three,1
which were of,1
passed a thousand,1
yet completed He,1
her full complement,1
it ’Tis but,1
had been cast,1
against the icy,1
or twice then,1
he heaps me,1
scuttle Ahab leaned,1
and lowered by,1
lard about them,1
long pole harder,1
Nantucketer and shortly,1
worn and wilted,1
bows and seizing,1
end to insert,1
bent over and,1
trump of judgment,1
” “azimuth compass,1
claim to more,1
way serve to,1
carried by every,1
standing or stepping,1
following are extracts,1
vibrating line extending,1
end it all,1
a leaping spout,1
again ” But,1
to you my,1
ago were accidentally,1
folds courses and,1
come closer Starbuck,1
can possibly chase,1
interest and surprise,1
seas But the,1
deliverance or rather,1
procedure notwithstanding which,1
swimming on in,1
foot against the,1
me those tongs,1
go by and,1
you to speak,1
those of all,1
whatsoever sacred or,1
Queequeg in His,2
leaving such a,1
as he destroyed,1
It must be,3
a little like,1
seemed but a,1
an ill one.”,1
not talk shark,1
wiseish look to,1
body Hah Good,1
when the memory,1
roast beef what,1
the prosecution of,1
land invaders yet,1
of his—these were,1
and growl growl,1
strong desire to,2
shot from out,1
the blacksmith half-stupidly,1
inches thick in,1
their common luck,1
a little of,1
omnipresence our divine,1
down on him,1
upon questioning him,1
Shall we not,1
him whichever was,1
and dark but,1
his crew the,1
turning to the,6
works possessed in,1
went and I,1
brit gave unusual,1
is allowed time,1
parcel of outlandish,1
are called continuing,1
by far the,12
nothing was to,2
Lieutenant Maury of,1
says Monsieur ”,1
Acushnet river On,1
and of griefs,1
plunged like fate,1
most Project Gutenberg-tm,1
degenerated Assuredly we,1
back “what did,1
through a blinding,1
that is madness,1
graceful repose of,1
land him in,1
been tutored to,1
Even the cabin,1
whom you design,1
received after attaining,1
what in the,2
towards us but,1
into an arrowy,1
head nearly one,1
so saying I,1
Captain to Ahab,1
loud and intrepid,1
none proper nothing,1
drive the sea,1
personified impersonal a,1
an unfriendly defile,1
laid-open the haunts,1
So floating on,1
with the Hawaiian,1
of Radney’s red,1
it with portentousness,1
this—and rightly ascribed,1
concerned I will,1
for I should,1
all Still rolling,1
Whale fishery at,1
any landsman’s imagination,1
not Leviathan described,1
dreams are—through all,1
painting representing a,1
Magnitude Diminish —Will,2
presides over his,1
down on the,5
caught by the,1
jaw But there,1
unshunned in cities,1
gold cup of,1
the long central,1
thawed it out,1
natural but incidental,1
the crew pull,1
Catskill eagle in,1
from any He,1
to him fresh,1
works now afforded,1
each other as,7
and thither ready,1
their jets then,1
with the assistance,1
mutilated against it,1
of.” Bildad said,1
part the Indian,1
low down on,1
through the floors,1
boat Mr. Erskine,1
rebounds from it,1
though soaked through,1
a man’s hand,1
thought I abed,1
set down who,1
one memorable occasion,1
instances only seems,1
for a rake,1
stop tell me,1
the captain making,1
as sheepishly at,1
and a sunset,1
none know but,2
copy extant—“it maketh,1
desirable pattern Imprimis,1
tearlessness of arid,1
whaling no famous,2
or sailing or,1
shoal In about,1
fevers yellow and,1
it for a,3
something by way,1
her yet Nantucket,1
the mast There’s,1
seen but Elijah,1
was recommended to,1
I suppose thou,1
see well that,1
nothing but steel,1
my death my,1
aloft and the,1
You Daggoo overboard,1
yet somehow preluding,1
measureless self-deception of,1
must be too,1
perhaps be respectively,1
experienced a disagreeable,1
“Give way ”,1
of those prows,1
in one mass,1
In fact the,1
uncounted modes still,1
man to remove,1
second mate came,1
to-night cause to-morrow’s,1
gazed up to,1
hemp only can,1
dread the shrouded,1
or however small—at,1
Father Mapple after,1
His omnipresence our,1
from a far-away,1
and ran ranging,1
the other The,1
thou too hast,1
Marchant service indeed,1
of reason it,1
be a very,1
than itself We,1
subtly and most,1
him And somehow,1
you found yourself,1
not help staring,1
when I struck,1
full term below,1
involve all hands,1
content if the,1
and cook us,1
a rare old,1
than one third,1
some twenty thousand,1
at all of,1
they chanced to,1
a Noah’s flood,1
feelings on the,1
a smoke in,1
a corroborative example,1
domain and licensed,1
squall coming up,1
questions ‘What is,1
curious imaginary portraits,1
of the habits,1
something said here,1
sea Pip’s ebon,1
accessible by the,1
his Ah only,1
not clamorous for,1
else is one,1
night recklessly burn,1
foundering at sea,1
certainly say By,1
Take heart take,1
little treatise on,1
hand he warned,1
one to him,1
those teeth but,1
conservatories give me,1
while gliding through,1
thee from him,1
Some sinew cracks,1
glorious thing is,1
glance hands him—what,1
flat but a,1
Queequeg who as,1
time why not,1
as yet undiscovered,1
to Vishnoo to,1
the Pole with,1
garments in which,1
express purpose and,1
pipes and vents,1
see what on,1
shared with anyone,1
of the imaginary,1
in whaling but,1
was to no,1
the matter he,1
are two brave,1
now merged in,1
bearing on the,1
had completely escaped,1
at work and,1
how matters were,1
occasion in question,2
between those grounds,1
of our Nantucket,1
long dying spout,1
ship there ”,1
have seen there,1
predictions from without,1
my shoulder again,1
could hardly keep,1
so ahead at,1
no hearts above,1
at two o’clock,1
in life and,1
blessed calms would,1
most cunning oh,1
breezing up again,1
desk Arrayed in,1
and butchers of,1
when he came,1
Whale-Ship Hobomack_ “It,1
as early grass,1
seemed condemned to,1
your speaking trumpet,1
are not locked,1
point of all,1
possessed by all,1
there’s that in,1
and beaked whales,1
ship’s course to,2
might almost drive,1
derive the name,1
particular instance—almost fatal,1
opportunity to receive,1
” “I tell,3
all ready there,1
majestic Human or,1
endeavors to persuade,1
as must have,1
with some reason,1
of common consistency,1
Sea lulls us,1
he again seized,1
on her all,1
—a sight more,1
went hot and,1
then tow to,1
and coil themselves,1
to strike a,2
Methuselah seems a,1
might pretty nearly,1
eddies with a,1
degree in its,1
that bunch of,1
a watch-coat but,1
time I ever,1
fore-mast-head I had,1
CHAPTER 132 The,2
man among her,1
and would be,1
the beech tree,1
between my eyes,1
the marble panellings,1
the gold to,1
service to me,1
about I have,1
and honor demanded,1
size are oftentimes,1
and permanent future,1
arched and overhanging,1
thrown open and,1
stands alone among,1
for fainting ladies,1
There now is,1
Horn fit and,1
barbaric heathenish and,1
frantic stampings considering,1
aye when pop,1
I was used,1
There is more,2
can be established,1
me in eternal,1
dents never mind,1
with the copy,1
opinion remains unchanged,1
shunned It may,1
naught Though lifted,1
that by that,2
enchanted silence Ahab,1
strike a hill,1
quick eternity On,1
the process of,1
OCTAVO the _Grampus_,1
no my lad,1
colour Upon her,1
66 The Shark,2
nostrils Others having,1
ashore to the,1
unprovided with those,1
sat old Bildad,1
fading and fading,1
nearer things to,1
” “What soulless,1
since even in,1
diving after the,1
the Greenland or,5
us on “The,1
mustn’t swear that,1
are massive enough,1
he must not,1
in small pods,1
beholding the white,1
and still the,1
about the wharves,1
near to Ahab’s,1
Spitzbergen in the,1
following Monday As,1
to a whaleship,1
the event Towards,1
he stepped ashore,1
Hurrah this whale,1
main-mast-head he shouted,1
bethinking him of,1
What a fine,1
left it again,1
slid his solitary,1
there didn’t you,1
frozen fingers But,1
School The pale,1
in which some,1
immutableness was there,1
crazy to go,1
none Thou shalt,1
was goin’ out,1
frequently climb up,1
no malice towards,1
makes this earth,1
not only that,7
“as soon as,1
head from behind,1
swells as Samson’s,1
and in three,1
were executed and,1
bend them For,1
Mr. Starbuck’s orders,1
brick and mortar,2
boats must be,1
higher the top,1
other at the,2
been the foremost,1
hands on it,1
bold swagger are,1
the ship could,1
glance around him,1
of his peering,1
in impetus and,1
were at length,1
to me for,2
indeed that pallor,1
had received any,1
though it were,1
in which at,1
heard me give,1
kind of moody—desperate,1
something about the,1
air and demeanor,1
man who hath,1
bench before the,1
veriest trifles capriciously,1
of Java a,1
though seated before,1
his dignity by,1
was a little,7
get a chance,2
phrase it This,1
him that whaling,1
condescending concern and,1
never before has,1
and crowding and,1
and precious a,1
at all minded,1
white below The,1
questioning him in,1
aye—they were mine—_my_,1
Quaker style only,1
him last Which,1
mist grew darker,1
whether this course,1
over the before,1
hulls of the,1
ship during a,2
accursed fish.—The very,1
in her hold,1
of his table,1
rowing the boat,1
and the oil,1
had pretty nearly,1
seen and talked,1
over her and,1
this usurpation has,1
apprehensions so vague,1
resolve itself into,1
Sperm Whale not,1
owner in her,1
before us levelled,1
written confirmation of,1
the thinnest shreds,1
duty The peeled,1
coast of Labrador,2
“All your oaths,1
existence on the,1
an old doorway,1
a cobbler’s job,1
than ye ye,1
seems an inequality,1
fastidious We all,1
pleasant haven in,1
United States copyright,1
outer gloom of,1
—the Heeva-Heeva Ah,1
strange analogy to,1
high elevated above,1
his life may,1
” and taking,1
cranial development So,1
even by so,1
if the world,1
long a one,1
hot heart’s shell,1
said that he,1
abortions that is,1
roared Stubb and,1
sort whatsoever Squeeze,1
no cannibals on,1
after lo at,1
squire Third among,1
round not a,1
horrify the true,1
a circle of,2
a hideous motion,1
